age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
39,technician,married,secondary,no,3494,yes,no,cellular,19,nov,139,failure,no,a_6m
53,technician,married,secondary,no,65,no,no,cellular,25,nov,99,failure,no,a_6m
43,admin.,single,secondary,no,386,no,no,cellular,12,oct,242,success,no,a_6m
71,retired,married,secondary,no,2064,no,no,cellular,9,nov,379,failure,no,a_6m
31,unknown,married,secondary,no,111,no,no,cellular,21,nov,504,failure,yes,a_6m
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,success,yes,a_6m
39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,success,yes,a_6m
43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,success,yes,a_6m
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,success,yes,a_6m
20,student,married,unknown,no,292,no,no,cellular,5,aug,385,failure,yes,a_6m
34,management,single,tertiary,no,48,yes,no,cellular,12,aug,810,failure,yes,a_6m
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155,failure,yes,a_6m
40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,success,yes,a_6m
26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230,success,yes,a_6m
58,retired,married,primary,no,565,no,no,telephone,8,oct,153,success,yes,a_6m
31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,success,yes,a_6m
42,technician,married,secondary,no,994,yes,no,cellular,12,nov,227,success,yes,a_6m
18,student,single,primary,no,608,no,no,cellular,13,nov,210,success,yes,a_6m
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,success,yes,a_6m
31,services,single,secondary,no,181,no,no,cellular,13,nov,239,success,yes,a_6m
36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,success,yes,a_6m
52,services,married,secondary,no,659,no,no,cellular,28,jan,390,success,yes,a_6m
30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,179,other,yes,a_6m
21,student,single,secondary,no,123,no,no,telephone,12,feb,379,success,yes,a_6m
80,retired,married,primary,no,155,no,no,telephone,12,mar,290,success,yes,a_6m
74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,301,other,yes,a_6m
36,technician,divorced,secondary,no,1451,yes,no,cellular,23,jul,192,other,yes,a_6m
37,management,married,secondary,no,565,no,no,cellular,6,aug,174,failure,yes,a_6m
49,admin.,single,tertiary,no,228,yes,no,cellular,3,sep,252,success,yes,a_6m
28,management,single,tertiary,no,187,no,no,cellular,10,sep,255,success,yes,a_6m
27,technician,single,secondary,no,643,no,no,telephone,14,oct,301,success,yes,a_6m
44,management,single,tertiary,no,1090,no,no,cellular,20,oct,178,success,yes,a_6m
38,entrepreneur,single,secondary,no,2543,no,no,cellular,11,nov,357,success,yes,a_6m
24,student,single,primary,no,1235,no,no,cellular,14,jul,334,other,yes,a_6m
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,success,yes,a_6m
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,other,yes,a_6m
31,technician,single,tertiary,no,882,no,no,cellular,4,sep,293,success,yes,a_6m
31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,other,yes,a_6m
28,student,single,secondary,no,1925,no,no,cellular,26,feb,139,success,no,a_6m
30,management,single,tertiary,no,265,no,no,cellular,25,nov,295,success,no,a_6m
63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,45,success,no,a_6m
82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jan,86,failure,no,a_6m
39,technician,married,secondary,no,2266,no,no,cellular,22,may,86,success,no,a_6m
29,blue-collar,single,secondary,no,2806,no,no,cellular,15,oct,294,other,no,a_6m
53,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397,failure,no,a_6m
26,student,single,secondary,no,620,no,no,cellular,22,may,223,success,yes,a_6m
35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,success,yes,a_6m
25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,success,yes,a_6m
38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,aug,784,failure,yes,a_6m
29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,success,yes,a_6m
29,technician,single,secondary,no,590,no,no,cellular,27,aug,81,success,yes,a_6m
46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,success,yes,a_6m
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,success,yes,a_6m
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,success,yes,a_6m
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,success,yes,a_6m
54,management,married,tertiary,no,1464,no,no,cellular,2,oct,194,success,yes,a_6m
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,success,yes,a_6m
81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,other,yes,a_6m
39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,success,yes,a_6m
58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,failure,yes,a_6m
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,success,yes,a_6m
75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,failure,yes,a_6m
61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,success,yes,a_6m
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,success,yes,a_6m
34,management,married,tertiary,no,271,yes,no,cellular,15,feb,308,success,yes,a_6m
59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,success,yes,a_6m
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,success,yes,a_6m
36,management,married,tertiary,no,495,no,no,cellular,14,jun,187,success,yes,a_6m
47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,success,yes,a_6m
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,other,yes,a_6m
39,technician,single,tertiary,no,393,no,no,cellular,28,jun,325,success,yes,a_6m
61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,success,yes,a_6m
43,unemployed,married,tertiary,no,0,no,no,cellular,18,oct,464,success,yes,a_6m
30,management,single,tertiary,no,985,yes,no,cellular,25,oct,304,success,yes,a_6m
25,student,single,secondary,no,679,no,no,cellular,25,oct,297,other,yes,a_6m
33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,178,success,yes,a_6m
35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,other,yes,a_6m
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,success,yes,a_6m
24,technician,married,secondary,no,556,yes,no,cellular,8,feb,278,success,yes,a_6m
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,success,yes,a_6m
33,self-employed,married,tertiary,no,263,no,no,cellular,16,nov,79,failure,no,a_6m
34,blue-collar,single,secondary,no,215,no,no,cellular,5,jun,329,success,no,a_6m
25,technician,single,secondary,no,1298,no,no,cellular,2,sep,206,other,no,a_6m
54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,failure,no,a_6m
77,retired,married,primary,no,2590,no,no,telephone,15,feb,112,success,no,a_6m
56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,failure,no,a_6m
32,management,married,tertiary,no,937,no,no,cellular,28,aug,90,failure,no,a_6m
45,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,582,success,yes,a_6m
43,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,success,yes,a_6m
49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,success,yes,a_6m
41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,failure,yes,a_6m
36,management,married,tertiary,no,255,no,no,cellular,25,aug,242,success,yes,a_6m
43,services,married,secondary,no,2145,no,no,cellular,25,aug,291,success,yes,a_6m
36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,success,yes,a_6m
58,management,married,tertiary,no,1227,no,no,cellular,8,sep,400,success,yes,a_6m
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,success,yes,a_6m
28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,other,yes,a_6m
46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,other,yes,a_6m
33,admin.,married,secondary,no,920,no,no,cellular,16,nov,130,failure,yes,a_6m
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,failure,yes,a_6m
77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,success,yes,a_6m
30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,success,yes,a_6m
60,blue-collar,married,primary,no,5,no,no,cellular,4,may,494,success,yes,a_6m
43,blue-collar,married,primary,no,2952,no,no,cellular,3,aug,417,other,yes,a_6m
27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,success,yes,a_6m
30,management,single,tertiary,no,502,no,no,cellular,11,oct,463,success,yes,a_6m
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,success,yes,a_6m
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,192,success,yes,a_6m
47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,failure,yes,a_6m
24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,success,yes,a_6m
38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,success,yes,a_6m
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,other,yes,a_6m
20,student,single,secondary,no,215,no,no,cellular,24,nov,325,success,yes,a_6m
24,student,single,secondary,no,1809,no,no,cellular,11,oct,165,success,yes,a_6m
44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,success,yes,a_6m
63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,failure,yes,a_6m
32,technician,married,secondary,no,473,no,yes,cellular,10,aug,1064,success,yes,a_6m
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,other,yes,a_6m
67,management,married,tertiary,no,405,no,no,cellular,10,nov,344,success,yes,a_6m
33,technician,married,tertiary,no,2976,yes,no,cellular,9,nov,465,other,no,a_6m
60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,failure,no,a_6m
76,retired,married,tertiary,no,2991,no,no,cellular,25,jan,195,success,no,a_6m
21,services,single,secondary,no,361,no,no,telephone,5,jun,329,other,no,a_6m
41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,success,no,a_6m
27,student,single,secondary,no,91,no,no,telephone,4,dec,157,other,no,a_6m
25,services,single,secondary,no,199,no,no,cellular,16,aug,111,other,no,a_6m
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,success,yes,a_6m
48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,other,yes,a_6m
26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,success,yes,a_6m
26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,success,yes,a_6m
25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,success,yes,a_6m
47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,success,yes,a_6m
46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,success,yes,a_6m
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,success,yes,a_6m
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,success,yes,a_6m
33,services,married,secondary,no,1076,no,no,cellular,11,nov,131,failure,yes,a_6m
35,management,married,tertiary,no,0,yes,no,cellular,11,nov,229,success,yes,a_6m
92,retired,married,unknown,no,775,no,no,cellular,26,jan,164,success,yes,a_6m
29,blue-collar,single,secondary,no,322,no,no,unknown,14,jun,434,other,yes,a_6m
38,services,married,secondary,no,4017,no,no,cellular,4,aug,470,success,yes,a_6m
65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,success,yes,a_6m
31,student,single,secondary,no,3511,no,no,cellular,6,oct,311,success,yes,a_6m
63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,360,success,yes,a_6m
35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,success,yes,a_6m
42,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,447,success,yes,a_6m
68,retired,single,tertiary,no,2144,no,no,cellular,26,jan,708,success,yes,a_6m
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,success,yes,a_6m
52,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,139,failure,no,a_6m
33,technician,married,secondary,no,5083,no,no,cellular,27,oct,161,other,no,a_6m
39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,failure,no,a_6m
36,management,single,tertiary,no,0,no,yes,cellular,18,nov,300,failure,no,a_6m
53,management,married,tertiary,no,1356,yes,no,cellular,9,nov,371,failure,no,a_6m
24,student,single,secondary,no,23878,no,no,cellular,26,may,133,success,yes,a_6m
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,other,yes,a_6m
26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,success,yes,a_6m
31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,success,yes,a_6m
47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,success,yes,a_6m
37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,success,yes,a_6m
49,management,single,tertiary,no,5689,no,no,cellular,31,aug,470,failure,yes,a_6m
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,success,yes,a_6m
33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,success,yes,a_6m
53,management,married,tertiary,no,1624,no,no,cellular,11,nov,166,success,yes,a_6m
47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89,success,yes,a_6m
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,success,yes,a_6m
28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,failure,yes,a_6m
68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,failure,yes,a_6m
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,other,yes,a_6m
67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,success,yes,a_6m
25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,other,yes,a_6m
36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,failure,yes,a_6m
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,success,yes,a_6m
27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,success,yes,a_6m
47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,226,failure,yes,a_6m
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,success,yes,a_6m
37,unknown,single,tertiary,no,0,no,no,cellular,8,jun,257,success,yes,a_6m
42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,success,yes,a_6m
73,retired,married,primary,no,508,no,no,cellular,14,jun,154,success,no,a_6m
34,blue-collar,married,primary,no,6718,no,no,cellular,13,jan,278,other,no,a_6m
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,success,yes,a_6m
32,management,single,tertiary,no,312,no,no,cellular,26,may,208,success,yes,a_6m
38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,success,yes,a_6m
31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,success,yes,a_6m
50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,other,yes,a_6m
40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,success,yes,a_6m
53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1452,failure,yes,a_6m
31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,success,yes,a_6m
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,failure,yes,a_6m
27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,failure,yes,a_6m
48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,success,yes,a_6m
51,management,married,tertiary,no,2635,no,no,cellular,1,sep,181,failure,yes,a_6m
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,success,yes,a_6m
28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,success,yes,a_6m
57,management,married,tertiary,no,10583,no,no,cellular,28,sep,341,success,yes,a_6m
71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,success,yes,a_6m
54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,failure,yes,a_6m
33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,success,yes,a_6m
37,management,married,tertiary,no,2283,no,no,cellular,6,may,243,failure,yes,a_6m
62,retired,married,primary,no,1742,no,no,cellular,14,jun,167,other,yes,a_6m
30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,success,yes,a_6m
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,success,yes,a_6m
53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,success,yes,a_6m
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,success,yes,a_6m
61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,975,unknown,yes,a_6m
27,student,single,secondary,no,3754,no,no,cellular,15,mar,106,other,no,a_6m
35,technician,married,secondary,no,294,yes,no,cellular,15,jun,238,success,no,a_6m
34,management,single,tertiary,no,0,yes,yes,cellular,26,may,197,other,no,a_6m
41,technician,single,secondary,no,769,no,yes,cellular,20,nov,222,other,no,a_6m
34,management,single,tertiary,no,747,no,no,cellular,31,aug,72,failure,no,a_6m
26,admin.,single,tertiary,no,3730,yes,no,cellular,11,mar,93,other,no,a_6m
31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,other,yes,a_6m
37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,success,yes,a_6m
34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,success,yes,a_6m
44,admin.,single,secondary,no,1534,no,no,cellular,7,aug,166,other,yes,a_6m
42,services,single,secondary,no,3403,yes,no,cellular,7,aug,215,failure,yes,a_6m
58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,221,success,yes,a_6m
23,student,single,secondary,no,0,no,no,cellular,7,aug,217,success,yes,a_6m
30,management,single,tertiary,no,533,no,no,cellular,11,aug,229,success,yes,a_6m
32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,other,yes,a_6m
50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,failure,yes,a_6m
37,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239,success,yes,a_6m
36,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,204,failure,yes,a_6m
